demo_id,value,nyu_snapshot_id,max_impressions,min_impressions
18,,3240511,100,50
15,,3240511,300,150
18,,5018105,950,190
15,,5018105,350,70
6,,5018105,100,20
16,,5018105,350,70
13,,5018105,100,20
4,,5018105,50,10
18,,4894973,1400,700
15,,4894973,1000,500
6,,4894973,200,100
16,,4894973,1600,800
13,,4894973,1000,500
4,,4894973,400,200
8,,4894973,1200,600
11,,4894973,300,150
10,,4894973,200,100
18,,4891983,10,0
15,,4891983,400,0
6,,4891983,60,0
18,,4680821,30,0
15,,4680821,270,0
6,,4680821,20,0
16,,5007345,2150,430
13,,5007345,450,90
4,,5007345,50,10
18,,4651072,60,0
15,,4651072,130,0
6,,4651072,10,0
6,,4565516,120,0
12,,2402998,70,0
14,,2402998,120,0
20,,2402998,60,0
21,,2402998,140,0
7,,2402998,70,0
9,,2402998,90,0
1,,2402998,100,0
3,,2402998,110,0
18,,2402998,60,0
15,,2402998,120,0
20,,4756961,310,0
21,,4756961,220,0
19,,4756961,40,0
7,,4756961,270,0
9,,4756961,90,0
5,,4756961,40,0
12,,5009985,80,0
14,,5009985,200,0
2,,5009985,10,0
1,,5009985,30,0
3,,5009985,60,0
17,,5009985,10,0
20,,4506294,1000,0
1,,4712051,140,0
3,,4712051,70,0
17,,4712051,10,0
12,,3211746,1000,0
18,,4918947,3500,1750
15,,4918947,6000,3000
6,,4918947,300,150
18,,4588360,500,100
15,,4588360,450,90
6,,4588360,50,10
12,,4769367,270,0
14,,4769367,150,0
2,,4769367,10,0
12,,2579950,60,0
14,,2579950,40,0
20,,2579950,70,0
21,,2579950,40,0
7,,2579950,80,0
9,,2579950,80,0
1,,2579950,150,0
3,,2579950,70,0
18,,2579950,130,0
15,,2579950,220,0
7,,4567741,100,0
9,,4567741,100,0
5,,4567741,10,0
1,,4567741,110,0
3,,4567741,110,0
17,,4567741,10,0
12,,4914369,480,0
14,,4914369,160,0
2,,4914369,20,0
20,,4914369,240,0
21,,4914369,60,0
19,,4914369,20,0
14,,4300100,400,0
21,,4300100,390,0
9,,4300100,190,0
12,,3885351,60,0
14,,3885351,30,0
20,,3885351,110,0
21,,3885351,60,0
7,,3885351,100,0
9,,3885351,70,0
1,,3885351,230,0
3,,3885351,110,0
18,,3885351,110,0
15,,3885351,60,0
18,,4907046,5000,1000
15,,4907046,7000,1400
6,,4907046,500,100
12,,5030287,180,0
14,,5030287,190,0
2,,5030287,10,0
21,,4881389,100,0
19,,4881389,20,0
18,,4830768,250,0
15,,4830768,120,0
6,,4830768,40,0
20,,2623198,12000,2400
21,,2623198,5500,1100
7,,2623198,13500,2700
9,,2623198,8000,1600
1,,2623198,6500,1300
3,,2623198,3000,600
12,,4659857,60,0
14,,4659857,40,0
2,,4659857,10,0
20,,4877307,50,0
21,,4877307,100,0
19,,4877307,10,0
12,,4498222,2500,1250
14,,4498222,600,300
20,,4498222,2700,1350
21,,4498222,700,350
7,,4498222,1400,700
9,,4498222,300,150
1,,4498222,700,350
3,,4498222,200,100
18,,4498222,300,150
15,,4498222,100,50
16,,4498222,100,50
12,,4715486,240,0
14,,4715486,300,0
2,,4715486,10,0
7,,4706979,60,0
9,,4706979,130,0
5,,4706979,20,0
6,,4747229,20,0
16,,4747229,330,0
13,,4747229,10,0
4,,4747229,10,0
12,,4888561,270,0
14,,4888561,340,0
2,,4888561,10,0
7,,4845688,50,0
9,,4845688,50,0
5,,4845688,10,0
7,,4584975,250,0
9,,4584975,40,0
5,,4584975,30,0
20,,4779440,50,0
21,,4779440,100,0
19,,4779440,10,0
7,,4779440,100,0
9,,4779440,120,0
5,,4779440,20,0
1,,4779440,70,0
3,,4779440,80,0
17,,4779440,10,0
1,,5016780,100,0
3,,5016780,80,0
17,,5016780,10,0
18,,5016780,150,0
15,,5016780,120,0
6,,5016780,10,0
16,,5016780,40,0
13,,5016780,40,0
4,,5016780,10,0
19,,5033110,10,0
12,,4809054,230,0
14,,4809054,70,0
2,,4809054,10,0
12,,3024749,1000,200
14,,3024749,1500,300
20,,3024749,3500,700
21,,3024749,4000,800
7,,3024749,4500,900
9,,3024749,5500,1100
1,,3024749,5000,1000
3,,3024749,6000,1200
18,,3024749,5500,1100
15,,3024749,6000,1200
16,,3024749,2500,500
13,,3024749,1500,300
7,,5037899,360,0
9,,5037899,610,1
5,,5037899,20,0
12,,3168388,450,0
14,,3168388,110,0
20,,3168388,270,0
21,,3168388,90,0
7,,3168388,40,0
9,,3168388,10,0
7,,4612016,50,0
9,,4612016,160,0
5,,4612016,10,0
12,,4743303,130,0
14,,4743303,160,0
2,,4743303,10,0
12,,4758625,70,0
14,,4758625,110,0
2,,4758625,30,0
12,,4921594,400,0
14,,4921594,140,0
2,,4921594,10,0
18,,4651277,50,0
15,,4651277,50,0
6,,4651277,10,0
20,,4772696,100,0
21,,4772696,70,0
19,,4772696,10,0
12,,4673225,280,0
14,,4673225,140,0
2,,4673225,10,0
20,,4843749,620,0
21,,4843749,350,0
19,,4843749,10,0
12,,3973487,40,0
14,,3973487,460,0
2,,3973487,10,0
20,,3973487,40,0
21,,3973487,300,0
9,,3973487,100,0
3,,3973487,10,0
12,,2484493,900,450
14,,2484493,900,450
20,,2484493,1100,550
21,,2484493,1000,500
7,,2484493,900,450
9,,2484493,1200,600
1,,2484493,900,450
3,,2484493,1100,550
18,,2484493,600,300
15,,2484493,700,350
20,,4759646,270,0
21,,4759646,90,0
19,,4759646,10,0
7,,4636009,140,0
9,,4636009,30,0
5,,4636009,10,0
12,,2565074,400,80
14,,2565074,450,90
20,,2565074,450,90
21,,2565074,650,130
7,,2565074,400,80
9,,2565074,500,100
1,,2565074,400,80
3,,2565074,450,90
18,,2565074,400,80
15,,2565074,550,110
12,,4483049,140,0
14,,4483049,210,0
20,,4483049,130,0
21,,4483049,200,0
7,,4483049,70,0
9,,4483049,110,0
1,,4483049,10,0
3,,4483049,40,0
15,,4483049,20,0
9,,5034016,170,0
5,,5034016,10,0
12,,4897733,40,0
14,,4897733,60,0
2,,4897733,10,0
20,,4897733,30,0
21,,4897733,200,0
19,,4897733,20,0
12,,4834250,160,0
14,,4834250,70,0
2,,4834250,10,0
18,,4834250,80,0
15,,4834250,10,0
6,,4834250,10,0
1,,4860862,280,0
3,,4860862,140,0
17,,4860862,140,0
18,,4926051,50,0
15,,4926051,150,0
6,,4926051,10,0
19,,4771018,70,0
20,,4829414,200,0
21,,4829414,410,0
19,,4829414,10,0
12,,4902066,340,0
14,,4902066,30,0
2,,4902066,10,0
20,,5008443,18000,3600
21,,5008443,30500,6100
19,,5008443,500,100
12,,5015251,280,0
14,,5015251,140,0
2,,5015251,10,0
5,,4703487,70,0
12,,4699471,40,0
14,,4699471,50,0
2,,4699471,10,0
20,,4699471,80,0
21,,4699471,140,0
19,,4699471,10,0
18,,4802707,110,0
15,,4802707,120,0
6,,4802707,10,0
16,,4802707,30,0
13,,4802707,40,0
4,,4802707,10,0
7,,4913157,120,0
9,,4913157,20,0
5,,4913157,10,0
1,,4913157,140,0
3,,4913157,70,0
17,,4913157,30,0
18,,4913157,90,0
15,,4913157,20,0
6,,4913157,10,0
20,,4914391,120,0
21,,4914391,100,0
19,,4914391,10,0
12,,4608302,400,0
14,,4608302,200,0
2,,4608302,10,0
9,,4608302,50,0
5,,4608302,10,0
16,,5036826,63000,31500
13,,5036826,34000,17000
4,,5036826,1000,500
12,,4835917,190,0
14,,4835917,130,0
2,,4835917,10,0
16,,4623146,450,0
13,,4623146,10,0
4,,4623146,20,0
12,,4701944,13500,2700
14,,4701944,6500,1300
2,,4701944,500,100
12,,3744207,3600,720
14,,3744207,1300,260
1,,4786783,120,0
3,,4786783,70,0
17,,4786783,20,0
16,,4841852,350,70
13,,4841852,500,100
4,,4841852,50,10
14,,3776360,20,0
21,,3776360,40,0
7,,3776360,30,0
9,,3776360,130,0
1,,3776360,30,0
3,,3776360,190,0
18,,3776360,20,0
15,,3776360,300,0
16,,3776360,10,0
13,,3776360,170,0
8,,5019058,280000,112000
11,,5019058,95000,38000
10,,5019058,5000,2000
4,,4566996,10,0
12,,2376974,450,90
14,,2376974,350,70
20,,2376974,600,120
21,,2376974,350,70
7,,2376974,600,120
9,,2376974,400,80
1,,2376974,800,160
3,,2376974,400,80
18,,2376974,550,110
15,,2376974,250,50
1,,5020671,200,0
3,,5020671,180,0
17,,5020671,10,0
12,,3850441,1600,800
14,,3850441,800,400
20,,3850441,1800,900
21,,3850441,900,450
7,,3850441,1100,550
9,,3850441,700,350
1,,3850441,500,250
3,,3850441,400,200
18,,3850441,400,200
15,,3850441,300,150
16,,3850441,400,200
13,,3850441,300,150
20,,4604436,240,0
21,,4604436,30,0
19,,4604436,10,0
5,,4564696,70,0
9,,4904937,50,0
5,,4904937,10,0
5,,4789469,330,0
12,,4772815,340,0
14,,4772815,140,0
2,,4772815,20,0
20,,4772815,340,0
21,,4772815,120,0
19,,4772815,20,0
1,,4873734,150,30
3,,4873734,950,190
17,,4873734,50,10
18,,4873734,450,90
15,,4873734,2400,480
6,,4873734,100,20
7,,4658034,150,0
9,,4658034,130,0
5,,4658034,20,0
12,,3382997,550,110
14,,3382997,100,20
20,,3382997,1050,210
21,,3382997,200,40
7,,3382997,1000,200
9,,3382997,150,30
1,,3382997,850,170
3,,3382997,200,40
18,,3382997,400,80
15,,3382997,100,20
16,,3382997,50,10
7,,3222571,360,0
9,,3222571,260,0
1,,3222571,200,0
3,,3222571,150,0
12,,5038272,300,0
14,,5038272,80,0
2,,5038272,10,0
1,,4639768,560,0
3,,4639768,70,0
17,,4639768,10,0
12,,4024670,7500,1500
14,,4024670,5000,1000
20,,4024670,6000,1200
21,,4024670,6000,1200
7,,4024670,5000,1000
9,,4024670,5500,1100
1,,4024670,4000,800
3,,4024670,3500,700
18,,4024670,2000,400
15,,4024670,2000,400
16,,4024670,500,100
13,,4024670,500,100
1,,4844530,190,0
3,,4844530,20,0
17,,4844530,10,0
16,,4844530,270,0
13,,4844530,10,0
4,,4844530,10,0
7,,4630960,80,0
9,,4630960,180,0
5,,4630960,10,0
12,,4621806,240,0
14,,4621806,120,0
2,,4621806,10,0
20,,4621806,450,0
21,,4621806,140,0
19,,4621806,20,0
18,,4680045,60,0
15,,4680045,300,0
6,,4680045,30,0
16,,4707970,20,0
13,,4707970,50,0
4,,4707970,20,0
20,,4595616,150,0
21,,4595616,90,0
19,,4595616,10,0
20,,4664387,120,0
21,,4664387,100,0
19,,4664387,10,0
12,,4801920,180,0
14,,4801920,190,0
2,,4801920,10,0
9,,4309976,700,350
3,,4309976,1700,850
15,,4309976,4800,2400
13,,4309976,2500,1250
12,,4739216,220,0
14,,4739216,230,0
2,,4739216,10,0
1,,4926001,1800,360
3,,4926001,950,190
17,,4926001,50,10
18,,4926001,950,190
15,,4926001,700,140
6,,4926001,50,10
18,,4677031,300,0
15,,4677031,150,0
6,,4677031,10,0
18,,4689055,290,0
15,,4689055,300,0
6,,4689055,10,0
12,,4575845,380,0
14,,4575845,180,0
2,,4575845,10,0
12,,3968874,250,0
14,,3968874,120,0
20,,3968874,120,0
7,,3968874,250,0
9,,3968874,120,0
15,,3968874,120,0
12,,3921871,600,120
14,,3921871,750,150
20,,3921871,650,130
21,,3921871,1050,210
7,,3921871,250,50
9,,3921871,850,170
3,,3921871,250,50
15,,3921871,200,40
12,,2464242,50,0
14,,2464242,70,0
20,,2464242,90,0
21,,2464242,110,0
7,,2464242,100,0
9,,2464242,120,0
1,,2464242,100,0
3,,2464242,100,0
18,,2464242,90,0
15,,2464242,100,0
12,,4774901,310,0
14,,4774901,170,0
2,,4774901,10,0
1,,4673494,140,0
3,,4673494,90,0
17,,4673494,10,0
12,,2463143,20,0
14,,2463143,30,0
20,,2463143,50,0
21,,2463143,40,0
7,,2463143,50,0
9,,2463143,40,0
1,,2463143,80,0
3,,2463143,60,0
18,,2463143,180,0
15,,2463143,130,0
16,,2463143,160,0
13,,2463143,100,0
1,,4776317,40,0
3,,4776317,140,0
17,,4776317,10,0
18,,4776317,30,0
15,,4776317,170,0
6,,4776317,10,0
1,,4885660,170,0
3,,4885660,40,0
17,,4885660,10,0
18,,4644061,2100,420
15,,4644061,150,30
6,,4644061,50,10
16,,4644061,2350,470
13,,4644061,100,20
4,,4644061,100,20
18,,4697720,500,100
15,,4697720,500,100
6,,4697720,50,10
7,,4891923,70,0
9,,4891923,30,0
5,,4891923,10,0
1,,4736480,190,0
3,,4736480,170,0
17,,4736480,10,0
18,,4772600,7000,1400
15,,4772600,8000,1600
6,,4772600,500,100
18,,4686388,250,0
15,,4686388,200,0
6,,4686388,10,0
7,,4638321,400,80
9,,4638321,250,50
5,,4638321,50,10
1,,4638321,850,170
3,,4638321,300,60
17,,4638321,100,20
18,,4638321,850,170
15,,4638321,550,110
6,,4638321,200,40
16,,4638321,200,40
13,,4638321,100,20
4,,4638321,50,10
18,,4921213,230,0
15,,4921213,60,0
6,,4921213,20,0
16,,4921213,110,0
13,,4921213,10,0
4,,4921213,10,0
12,,4677836,580,0
14,,4677836,390,0
2,,4677836,20,0
12,,4101558,30,0
14,,4101558,40,0
20,,4101558,60,0
21,,4101558,80,0
7,,4101558,90,0
9,,4101558,170,0
1,,4101558,40,0
3,,4101558,190,0
18,,4101558,20,0
15,,4101558,150,0
16,,4101558,10,0
13,,4101558,40,0
1,,4629903,14500,2900
3,,4629903,24000,4800
17,,4629903,500,100
18,,4766524,110,0
15,,4766524,110,0
6,,4766524,10,0
16,,4864761,130,0
13,,4864761,160,0
4,,4864761,10,0
12,,5032415,200,0
14,,5032415,100,0
2,,5032415,10,0
18,,5032415,50,0
15,,5032415,20,0
6,,5032415,10,0
20,,4589790,180,0
21,,4589790,80,0
19,,4589790,10,0
7,,4835676,20,0
9,,4835676,60,0
5,,4835676,10,0
12,,2556991,40,0
14,,2556991,20,0
20,,2556991,90,0
21,,2556991,30,0
7,,2556991,90,0
9,,2556991,40,0
1,,2556991,160,0
3,,2556991,80,0
18,,2556991,280,0
15,,2556991,110,0
20,,4658297,60,0
21,,4658297,280,0
19,,4658297,10,0
12,,2918114,450,90
14,,2918114,250,50
20,,2918114,550,110
21,,2918114,500,100
7,,2918114,450,90
9,,2918114,650,130
1,,2918114,300,60
3,,2918114,550,110
18,,2918114,200,40
15,,2918114,500,100
16,,2918114,50,10
13,,2918114,200,40
12,,3895910,40,0
14,,3895910,30,0
20,,3895910,130,0
21,,3895910,60,0
7,,3895910,170,0
9,,3895910,130,0
1,,3895910,150,0
3,,3895910,120,0
18,,3895910,40,0
15,,3895910,60,0
12,,2990682,20,0
9,,2990682,10,0
1,,2990682,90,0
3,,2990682,70,0
18,,2990682,300,0
15,,2990682,170,0
16,,2990682,200,0
13,,2990682,60,0
4,,2990682,10,0
20,,4681329,200,0
21,,4681329,90,0
19,,4681329,10,0
12,,4339184,17000,3400
14,,4339184,11500,2300
2,,4339184,500,100
20,,4339184,6500,1300
21,,4339184,4000,800
7,,4339184,3000,600
9,,4339184,2500,500
1,,4339184,1500,300
3,,4339184,1000,200
7,,4760041,40,0
9,,4760041,50,0
5,,4760041,20,0
18,,4760041,80,0
15,,4760041,100,0
6,,4760041,10,0
12,,3784559,550,110
14,,3784559,250,50
20,,3784559,700,140
21,,3784559,300,60
7,,3784559,600,120
9,,3784559,300,60
1,,3784559,500,100
3,,3784559,350,70
18,,3784559,550,110
15,,3784559,500,100
16,,3784559,50,10
13,,3784559,50,10
12,,3964854,900,180
14,,3964854,500,100
20,,3964854,900,180
21,,3964854,750,150
7,,3964854,500,100
9,,3964854,450,90
1,,3964854,200,40
3,,3964854,200,40
18,,3964854,150,30
15,,3964854,100,20
16,,3964854,50,10
13,,3964854,50,10
12,,3906378,4000,800
14,,3906378,2000,400
20,,3906378,4500,900
21,,3906378,2500,500
7,,3906378,4000,800
9,,3906378,4000,800
1,,3906378,4500,900
3,,3906378,4500,900
18,,3906378,5000,1000
15,,3906378,5000,1000
16,,3906378,3500,700
13,,3906378,3000,600
7,,4727363,90,0
9,,4727363,270,0
5,,4727363,10,0
20,,4807306,140,0
21,,4807306,110,0
19,,4807306,20,0
16,,4630444,200,0
13,,4630444,480,0
4,,4630444,10,0
20,,4719200,140,0
21,,4719200,40,0
19,,4719200,10,0
9,,4812758,50,0
5,,4812758,10,0
1,,4614088,30,0
3,,4614088,140,0
17,,4614088,10,0
18,,4811081,170,0
15,,4811081,90,0
6,,4811081,30,0
12,,4494373,650,130
14,,4494373,250,50
20,,4494373,500,100
21,,4494373,250,50
7,,4494373,450,90
9,,4494373,400,80
1,,4494373,400,80
3,,4494373,400,80
18,,4494373,400,80
15,,4494373,550,110
16,,4494373,150,30
13,,4494373,250,50
12,,4690660,1500,300
14,,4690660,350,70
2,,4690660,50,10
7,,4731431,370,0
9,,4731431,110,0
5,,4731431,10,0
1,,4731431,340,0
3,,4731431,140,0
17,,4731431,10,0
12,,4701810,460,0
14,,4701810,160,0
2,,4701810,10,0
18,,4809508,180,0
15,,4809508,150,0
6,,4809508,10,0
18,,4667626,310,0
15,,4667626,60,0
6,,4667626,10,0
18,,4719117,240,0
15,,4719117,70,0
6,,4719117,10,0
12,,4532497,60,0
14,,4532497,60,0
20,,4532497,90,0
21,,4532497,110,0
7,,4532497,90,0
9,,4532497,140,0
1,,4532497,50,0
3,,4532497,110,0
18,,4532497,30,0
15,,4532497,130,0
16,,4532497,10,0
13,,4532497,50,0
12,,3097913,160,0
20,,3097913,330,0
7,,3097913,160,0
1,,3097913,160,0
15,,3097913,160,0
12,,4583474,150,0
14,,4583474,200,0
2,,4583474,10,0
20,,4583474,40,0
21,,4583474,210,0
19,,4583474,10,0
12,,3561925,850,170
14,,3561925,150,30
20,,3561925,1350,270
21,,3561925,200,40
7,,3561925,1050,210
9,,3561925,300,60
1,,3561925,700,140
3,,3561925,200,40
18,,4925033,250,50
15,,4925033,2650,530
6,,4925033,100,20
18,,4800006,170,0
15,,4800006,150,0
6,,4800006,20,0
20,,4785361,140,0
21,,4785361,180,0
19,,4785361,10,0
12,,4902686,130,0
14,,4902686,250,0
2,,4902686,10,0
3,,4674430,140,0
17,,4674430,10,0
2,,4586258,60,0
1,,4684559,100,0
3,,4684559,230,0
17,,4684559,10,0
7,,3810740,30,0
9,,3810740,10,0
1,,3810740,80,0
3,,3810740,60,0
18,,3810740,120,0
15,,3810740,90,0
16,,3810740,380,0
13,,3810740,190,0
18,,4698816,60,0
15,,4698816,30,0
6,,4698816,10,0
1,,4667172,180,0
3,,4667172,80,0
17,,4667172,10,0
7,,4614533,80,0
9,,4614533,100,0
5,,4614533,20,0
18,,4799828,9000,1800
15,,4799828,5000,1000
6,,4799828,500,100
16,,4799828,13500,2700
13,,4799828,5500,1100
4,,4799828,1000,200
12,,4743530,30,0
14,,4743530,50,0
2,,4743530,10,0
18,,4569292,30,0
15,,4569292,180,0
6,,4569292,10,0
12,,4920526,200,0
14,,4920526,200,0
2,,4920526,40,0
1,,4891528,130,0
3,,4891528,40,0
17,,4891528,10,0
18,,4643962,40,0
15,,4643962,120,0
6,,4643962,10,0
12,,3381516,20,0
14,,3381516,60,0
20,,3381516,40,0
21,,3381516,90,0
7,,3381516,110,0
9,,3381516,160,0
1,,3381516,180,0
3,,3381516,310,0
20,,4796832,50,0
21,,4796832,110,0
19,,4796832,10,0
16,,4765962,20,0
13,,4765962,50,0
4,,4765962,10,0
3,,4655543,120,0
17,,4655543,60,0
17,,4724236,500,0
20,,4681987,2400,480
21,,4681987,2450,490
19,,4681987,50,10
20,,4798364,180,0
21,,4798364,20,0
19,,4798364,10,0
7,,4836015,70,0
9,,4836015,110,0
5,,4836015,10,0
12,,4761596,130,0
14,,4761596,130,0
2,,4761596,60,0
20,,4735400,70,0
21,,4735400,140,0
19,,4735400,70,0
18,,4645126,180,0
15,,4645126,220,0
6,,4645126,40,0
16,,4811412,7400,3700
13,,4811412,2300,1150
4,,4811412,200,100
18,,4884966,130,0
15,,4884966,260,0
6,,4884966,10,0
18,,4805139,110,0
15,,4805139,220,0
6,,4805139,110,0
12,,2380945,350,0
20,,2380945,650,0
12,,4084566,330,0
14,,4084566,130,0
20,,4084566,160,0
21,,4084566,70,0
7,,4084566,50,0
9,,4084566,30,0
1,,4084566,40,0
3,,4084566,20,0
18,,4084566,30,0
15,,4084566,30,0
16,,4084566,10,0
13,,4084566,20,0
12,,4903991,120,0
14,,4903991,20,0
2,,4903991,10,0
18,,4903991,40,0
15,,4903991,70,0
6,,4903991,10,0
20,,4623180,310,0
21,,4623180,120,0
19,,4623180,20,0
12,,3224525,1000,0
12,,3761794,350,70
14,,3761794,400,80
20,,3761794,400,80
21,,3761794,350,70
7,,3761794,450,90
9,,3761794,400,80
1,,3761794,550,110
3,,3761794,550,110
18,,3761794,650,130
15,,3761794,600,120
12,,4818845,100,0
14,,4818845,40,0
2,,4818845,10,0
1,,4818845,110,0
3,,4818845,120,0
17,,4818845,10,0
18,,4818845,80,0
15,,4818845,70,0
6,,4818845,10,0
7,,3762910,60,0
9,,3762910,40,0
1,,3762910,150,0
3,,3762910,140,0
18,,3762910,90,0
15,,3762910,80,0
16,,3762910,260,0
13,,3762910,110,0
12,,3927549,30,0
14,,3927549,40,0
20,,3927549,110,0
21,,3927549,60,0
7,,3927549,120,0
9,,3927549,70,0
1,,3927549,140,0
3,,3927549,50,0
18,,3927549,190,0
15,,3927549,140,0
12,,3048533,1000,0
1,,4717803,800,400
3,,4717803,1300,650
17,,4717803,100,50
12,,2415316,400,80
14,,2415316,200,40
20,,2415316,750,150
21,,2415316,350,70
7,,2415316,650,130
9,,2415316,450,90
1,,2415316,900,180
3,,2415316,450,90
18,,2415316,400,80
15,,2415316,200,40
18,,4666560,100,0
15,,4666560,60,0
6,,4666560,10,0
12,,4644211,190,0
14,,4644211,250,0
2,,4644211,10,0
18,,4718952,120,0
15,,4718952,100,0
6,,4718952,10,0
1,,4612309,40,0
3,,4612309,30,0
17,,4612309,10,0
12,,3898455,90,0
14,,3898455,130,0
20,,3898455,130,0
21,,3898455,150,0
7,,3898455,70,0
9,,3898455,140,0
1,,3898455,70,0
3,,3898455,60,0
18,,3898455,50,0
15,,3898455,50,0
20,,4740089,160,0
21,,4740089,70,0
19,,4740089,10,0
12,,4831151,120,0
14,,4831151,60,0
2,,4831151,10,0
20,,4831151,140,0
21,,4831151,100,0
19,,4831151,10,0
12,,4360657,200,0
14,,4360657,180,0
20,,4360657,140,0
21,,4360657,180,0
7,,4360657,60,0
9,,4360657,70,0
3,,4360657,70,0
18,,4360657,10,0
15,,4360657,30,0
12,,5016866,130,0
14,,5016866,220,0
2,,5016866,10,0
18,,4896820,250,50
15,,4896820,2650,530
6,,4896820,50,10
12,,2411471,1000,0
13,,4586441,20,0
4,,4586441,10,0
16,,4721120,40,0
13,,4721120,50,0
4,,4721120,20,0
1,,4745339,50,0
3,,4745339,40,0
17,,4745339,10,0
12,,4693777,330,0
14,,4693777,230,0
2,,4693777,10,0
20,,4693777,110,0
21,,4693777,120,0
19,,4693777,10,0
18,,4773272,380,0
15,,4773272,130,0
6,,4773272,20,0
16,,4773272,300,0
13,,4773272,130,0
4,,4773272,30,0
12,,4687029,90,0
14,,4687029,30,0
2,,4687029,10,0
14,,3976500,30,0
20,,3976500,10,0
21,,3976500,80,0
7,,3976500,20,0
9,,3976500,190,0
1,,3976500,10,0
3,,3976500,190,0
18,,3976500,10,0
15,,3976500,220,0
13,,3976500,180,0
7,,4768133,70,0
9,,4768133,310,0
5,,4768133,10,0
18,,4887840,450,90
15,,4887840,500,100
6,,4887840,50,10
18,,4783352,60,0
15,,4783352,50,0
6,,4783352,10,0
18,,4689824,10,0
15,,4689824,20,0
6,,4689824,10,0
14,,4458452,200,100
21,,4458452,500,250
7,,4458452,100,50
9,,4458452,1100,550
3,,4458452,1100,550
15,,4458452,2500,1250
16,,4458452,100,50
13,,4458452,3800,1900
20,,4840438,70,0
21,,4840438,20,0
19,,4840438,10,0
18,,4827017,200,0
15,,4827017,240,0
6,,4827017,10,0
7,,3873931,400,200
9,,3873931,300,150
1,,3873931,1200,600
3,,3873931,800,400
18,,3873931,2200,1100
15,,3873931,1400,700
16,,3873931,2200,1100
13,,3873931,900,450
12,,3143428,1000,0
12,,3269733,220,0
14,,3269733,80,0
20,,3269733,60,0
21,,3269733,170,0
7,,3269733,80,0
1,,3269733,60,0
3,,3269733,80,0
18,,3269733,40,0
15,,3269733,150,0
18,,4904015,110,0
15,,4904015,20,0
6,,4904015,10,0
16,,4792260,10,0
13,,4792260,10,0
4,,4792260,10,0
4,,4674066,40,0
12,,5036134,60,0
14,,5036134,30,0
2,,5036134,10,0
20,,5036134,190,0
21,,5036134,110,0
19,,5036134,10,0
12,,3929413,170,0
14,,3929413,110,0
20,,3929413,180,0
21,,3929413,120,0
7,,3929413,100,0
9,,3929413,60,0
1,,3929413,90,0
3,,3929413,60,0
18,,3929413,30,0
15,,3929413,20,0
12,,4816492,410,0
14,,4816492,200,0
2,,4816492,10,0
7,,4816492,20,0
9,,4816492,10,0
5,,4816492,10,0
1,,4669981,140,0
3,,4669981,150,0
17,,4669981,10,0
20,,3911658,750,0
21,,3911658,230,0
18,,4714373,60,0
15,,4714373,180,0
6,,4714373,10,0
16,,4842019,40,0
13,,4842019,50,0
4,,4842019,10,0
20,,4757815,90,0
21,,4757815,60,0
19,,4757815,20,0
7,,4574685,170,0
9,,4574685,170,0
5,,4574685,10,0
20,,4581895,110,0
21,,4581895,200,0
19,,4581895,10,0
1,,4865658,40,0
3,,4865658,80,0
17,,4865658,10,0
12,,4568108,70,0
14,,4568108,90,0
2,,4568108,10,0
20,,4568108,180,0
21,,4568108,140,0
19,,4568108,10,0
1,,4568108,10,0
3,,4568108,60,0
17,,4568108,10,0
12,,3792856,60,0
14,,3792856,60,0
20,,3792856,130,0
21,,3792856,40,0
7,,3792856,90,0
9,,3792856,60,0
1,,3792856,140,0
3,,3792856,100,0
18,,3792856,160,0
15,,3792856,120,0
6,,4708890,10,0
12,,4575282,290,0
14,,4575282,70,0
2,,4575282,10,0
12,,4864606,120,0
14,,4864606,110,0
2,,4864606,20,0
7,,4864606,30,0
9,,4864606,160,0
5,,4864606,20,0
18,,4864606,30,0
15,,4864606,80,0
6,,4864606,10,0
7,,4797228,50,0
9,,4797228,100,0
5,,4797228,50,0
12,,4661146,620,0
14,,4661146,360,0
2,,4661146,10,0
7,,2878375,10,0
9,,2878375,180,0
1,,2878375,10,0
3,,2878375,370,0
18,,2878375,20,0
15,,2878375,280,0
13,,2878375,90,0
18,,5017940,650,130
15,,5017940,1650,330
6,,5017940,50,10
12,,4666011,130,0
14,,4666011,210,0
2,,4666011,10,0
12,,4656636,310,0
14,,4656636,230,0
2,,4656636,10,0
15,,4797494,50,0
6,,4797494,50,0
12,,4792072,220,0
14,,4792072,90,0
2,,4792072,10,0
20,,4792072,200,0
21,,4792072,110,0
19,,4792072,10,0
4,,4792072,10,0
5,,4655005,140,0
18,,4725247,50,0
15,,4725247,30,0
6,,4725247,10,0
12,,4850325,170,0
14,,4850325,160,0
2,,4850325,10,0
9,,3371102,1000,0
12,,4897927,160,0
14,,4897927,160,0
2,,4897927,10,0
18,,4765311,1350,270
15,,4765311,2400,480
6,,4765311,100,20
1,,4795453,60,0
3,,4795453,60,0
17,,4795453,60,0
7,,4823410,110,0
9,,4823410,130,0
5,,4823410,10,0
12,,4749132,130,0
14,,4749132,50,0
2,,4749132,10,0
18,,4920284,140,0
15,,4920284,60,0
6,,4920284,10,0
18,,4811807,190,0
15,,4811807,230,0
6,,4811807,20,0
18,,4899189,170,0
15,,4899189,120,0
6,,4899189,30,0
16,,4899189,110,0
13,,4899189,40,0
4,,4899189,10,0
12,,2842393,40,0
14,,2842393,20,0
20,,2842393,100,0
21,,2842393,70,0
